1;Mon Oct 03 2022 19:49:29 GMT+0200 (Central European Summer Time);;;
2;Oct 3, 2022 17:48:00 UTC;This data was produced from the CoinDesk Bitcoin Price Index (USD). Non-USD currency data converted using hourly conversion rate from openexchangerates.org;19587.8508;
